text,label,source,dataset_type
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,FinancialPhraseBank,gold_standard
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,FinancialPhraseBank,gold_standard
Long $TSLA short $MBLY https://t.co/jSpUSzo6na,positive,FinancialPhraseBank,gold_standard
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral,FinancialPhraseBank,gold_standard
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,FinancialPhraseBank,gold_standard
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,FinancialPhraseBank,gold_standard
"The technology will become available to businesses from the fourth quarter , Nokia said .",neutral,FinancialPhraseBank,gold_standard
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",positive,FinancialPhraseBank,gold_standard
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,positive,FinancialPhraseBank,gold_standard
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",neutral,FinancialPhraseBank,gold_standard
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",neutral,FinancialPhraseBank,gold_standard
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",positive,FinancialPhraseBank,gold_standard
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive,FinancialPhraseBank,gold_standard
Both companies ' existing investment plans will be coordinated .,neutral,FinancialPhraseBank,gold_standard
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,negative,FinancialPhraseBank,gold_standard
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,positive,FinancialPhraseBank,gold_standard
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,FinancialPhraseBank,gold_standard
The value of the contract is about EUR 27mn .,neutral,FinancialPhraseBank,gold_standard
The parties have therefore agreed to leave Avena out of the deal .,neutral,FinancialPhraseBank,gold_standard
"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",neutral,FinancialPhraseBank,gold_standard
"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",positive,FinancialPhraseBank,gold_standard
Companies Thetrainline.com announces arrival of London IPO,positive,FinancialPhraseBank,gold_standard
"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",neutral,FinancialPhraseBank,gold_standard
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,neutral,FinancialPhraseBank,gold_standard
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,neutral,FinancialPhraseBank,gold_standard
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive,FinancialPhraseBank,gold_standard
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral,FinancialPhraseBank,gold_standard
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,neutral,FinancialPhraseBank,gold_standard
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,FinancialPhraseBank,gold_standard
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive,FinancialPhraseBank,gold_standard
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,FinancialPhraseBank,gold_standard
Travel expenses would be reimbursed in accordance with the travel policy of the company .,neutral,FinancialPhraseBank,gold_standard
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,FinancialPhraseBank,gold_standard
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,neutral,FinancialPhraseBank,gold_standard
Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,negative,FinancialPhraseBank,gold_standard
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive,FinancialPhraseBank,gold_standard
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral,FinancialPhraseBank,gold_standard
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive,FinancialPhraseBank,gold_standard
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",neutral,FinancialPhraseBank,gold_standard
Long $PCLN,positive,FinancialPhraseBank,gold_standard
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral,FinancialPhraseBank,gold_standard
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,positive,FinancialPhraseBank,gold_standard
"Purchase it for the 12MP snapper , if nothing else .",neutral,FinancialPhraseBank,gold_standard
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,neutral,FinancialPhraseBank,gold_standard
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,FinancialPhraseBank,gold_standard
M. and a Master of Business Administration MBA .,neutral,FinancialPhraseBank,gold_standard
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",negative,FinancialPhraseBank,gold_standard
Profit after taxes totaled EUR 12.1 mn .,neutral,FinancialPhraseBank,gold_standard
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,FinancialPhraseBank,gold_standard
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,FinancialPhraseBank,gold_standard
Whitbread buys 49% stake in Pure food chain,positive,FinancialPhraseBank,gold_standard
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,FinancialPhraseBank,gold_standard
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",positive,FinancialPhraseBank,gold_standard
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",neutral,FinancialPhraseBank,gold_standard
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,negative,FinancialPhraseBank,gold_standard
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,FinancialPhraseBank,gold_standard
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",negative,FinancialPhraseBank,gold_standard
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,FinancialPhraseBank,gold_standard
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative,FinancialPhraseBank,gold_standard
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral,FinancialPhraseBank,gold_standard
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",positive,FinancialPhraseBank,gold_standard
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive,FinancialPhraseBank,gold_standard
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,FinancialPhraseBank,gold_standard
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral,FinancialPhraseBank,gold_standard
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,FinancialPhraseBank,gold_standard
